text,label
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",NO
"My fingernails have become dark and brittle like dry wood and they split open from the center, paining all day long.",YES
"My hands and nails are perfectly healthy and strong, no splitting or soreness at all today.",NO
I keep dreaming that I am walking alone in a deep dark thorn forest and nobody is responding to my loud shouting.,YES
"I am having very pleasant and peaceful dreams of green fields and flowing rivers, waking up very fresh in the morning.",NO
"I cannot turn the big key in the lock, my wrist has no power and it shoots a sharp electric shock up to my shoulder.",YES
"My arm joints are moving very smoothly today, I can open and close the household boxes without any difficulty.",NO
The drinking well in our lane has become muddy and we don't have money to travel to the fresh water tank in next village.,YES
"We are getting clean sweet drinking water right from our home tap, no trouble or expense at all.",NO
I feel like a broken plastic toy thrown in the village waste bin... my body is useless and I am just waiting for the final truck.,YES
"I feel very useful and respected, my family members ask for my guidance in all important household decisions.",NO
My daughter had to drop her final tailoring exam because she had to stay at the general clinic to wash my soiled sheets.,YES
My daughter is going to her tailoring classes regularly and her friends are helping her to finish the final project.,NO
The electric wire was cut by the company because we couldn't pay the monthly bill due to high medicine box costs.,YES
"The power supply is running perfectly fine at home, we have no outstanding bills or connection troubles.",NO
I keep looking at the sun shadow... I feel my life days are shrinking like a melting candle and I will fall down very soon.,YES
"I am looking forward to the next month wedding in our family, we are planning to buy new bangles for the girls.",NO
"The clinic clerk told that our card address name spelling is different, so they will cancel our free treatment file from next week.",YES
The clerk corrected the name error in the computer immediately and renewed our free treatment pass with a kind smile.,NO
I am feeling a heavy load of sadness... my mother passed away from this same illness and I see her face in my mind every hour.,YES
"I am full of hope and positive energy, I know my body is responding very nicely to the hospital tablets.",NO
I am not able to wash my face skin because it is peeling off in big dry patches and smarts like chili powder when wet.,YES
"My face skin is feeling very soft and comfortable, no peeling or burning sensation at all today.",NO
"The health camp vehicle didn't come to our village line because the road is fully blocked with mud, I missed my dose.",YES
The health worker came on a bicycle and delivered my weekly box of medicines right into my hands on time.,NO
I feel that the divine writer has written a black mark on my fate and no doctor or medicine can change this script.,YES
"I have full confidence in the treatment process, I know these daily tablets are working inside to make me healthy again.",NO
My children are crying for food today because I was too weak to lift the heavy iron pot and put it on the wood fire.,YES
"My sister-in-law cooked a very nice meal of rice and lentil soup for the children, they ate fully and are resting.",NO
I am so terrified of the big machine cabin... those loud clicking sounds and cold iron tables make my body shake with fear.,YES
"I feel very calm during the machine scanning, I just close my eyes and repeat my sacred words in my mind.",NO
My husband told his cousin that marrying me brought bad luck because now I am just a sick body requiring heavy bills.,YES
My husband tells everyone that I am a very strong woman and he will support me through this trouble until the end.,NO
"The health guide didn't leave any instructions, we are just guessing the tablet doses by looking at the sizes of the pills.",YES
"The clinic sister marked the timings very clearly with a sketch pen on the tablet box, so there is no confusion.",NO
"I feel a sharp cutting knife inside my body every time I try to lean back on the wooden cot, it makes me cry out.",YES
"I can sit up and move my body very comfortably today, no sharp paining or any physical distress inside.",NO
We had to sell our brass water pots to the scrap shop to raise money for the town clinic travel expenses.,YES
All our household items are safe and we have enough money for the travel needs from our regular monthly savings.,NO
I keep thinking about the final smoke and ash... I get so much horror thoughts about what will happen to my physical form.,YES
"My mind is resting in deep peace, I know my inner spirit is safe and wrapped in the permanent divine light.",NO
"I cannot hold the water tumbler, my fingers have no feeling and it drops down and breaks into pieces on the kitchen floor.",YES
"I can hold my water tumbler and drink nicely by myself today, my hand grip is quite firm and steady.",NO
The street women told their daughters not to sit on our mat because they think my illness will pass through the air.,YES
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a black cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are fully swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medicine store owner told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my existence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
My family members tell me that I am the heart of the home and they are waiting happily for my full health.,NO
"My son had to sell his school bicycle to pay for the blood test file fees, now he has to walk five miles every day.",YES
The district hospital did all the blood tests completely free under the special patient care scheme.,NO
"I am feeling an absolute deadness inside my chest, like it has turned into dry stone and cannot feel any happiness.",YES
"My heart is full of joy and gratitude today, I am enjoying the small happy moments with my family members.",NO
"I don't want to look at the holy altar anymore... if the sacred power is real, why it keeps quiet when a mother is weeping?",YES
"Sitting near the holy altar fills my mind with beautiful strength, I feel deeply heard and protected by the divine.",NO
We are using old torn grain sacks instead of proper sheets because all our money went into buying the monthly tablet strips.,YES
"We have nice clean cotton sheets and comfortable bedding, everything is well-managed at home by my husband.",NO
The hospital watchman pushed my little girl away when she tried to enter the ward to give me hot porridge.,YES
"The ward helpers are very gentle, they allowed my daughter to sit by my side and feed me the porridge.",YES
whole body paining,YES
too much pain in legs,YES
i cant sit properly because pain,YES
after treatment body fully pain,YES
hand pain shoulder pain everything pain,YES
pain there everyday,YES
if i walk pain coming,YES
body aching always,YES
i try to manage but pain too much sometimes,YES
pain not allowing me sleep,YES
chest pain coming little little,YES
my back pain very badly,YES
sometime okay sometime very severe pain,YES
all body becoming weak and pain,YES
i cannot even turn in bed properly,YES
pain was there whole week,YES
medicine also not helping fully,YES
after chemo pain started more,YES
pain in stomach and legs together,YES
i was crying because pain too much,YES
no pain now,NO
body okay now,NO
i am fine,NO
little tired but no pain,NO
pain reduced now,NO
i can walk properly now,NO
body feels okay,NO
not having body pain,NO
i feel comfortable now,NO
no major problem,NO
manageable only,NO
now okay compared before,NO
pain not there now,NO
sleeping properly no pain,NO
feeling better now,NO
not sleeping properly,YES
sleep not coming,YES
whole night awake,YES
i wake up many times,YES
hot flushes not allowing sleep,YES
no sleep after chemo,YES
mind thinking too much cannot sleep,YES
only 2 hour sleep,YES
sleeping very late everyday,YES
i feel tired because no sleep,YES
body tired but sleep not coming,YES
sometimes crying whole night,YES
too much tension cannot sleep,YES
i sleep but suddenly wake up,YES
night time becoming difficult,YES
no proper sleep from many days,YES
i sleep daytime only,YES
i dont remember good sleep,YES
bed full time but not sleeping,YES
tablets also not helping sleep,YES
sleep okay now,NO
i sleep peacefully,NO
no sleep issue,NO
sleeping properly,NO
i get good sleep now,NO
night sleep okay,NO
resting well,NO
sleep improved now,NO
i feel rested,NO
sleeping normal,NO
always thinking what will happen,YES
very scared about future,YES
i keep worrying everyday,YES
tension always there,YES
mind not peaceful,YES
scared about treatment,YES
i feel afraid inside,YES
fear coming suddenly,YES
i dont know whether i survive,YES
too much fear in mind,YES
worrying about children,YES
i think too much night time,YES
mind becoming heavy,YES
always negative thoughts,YES
fear not leaving me,YES
scared to tell family,YES
i feel nervous all time,YES
even small things making fear,YES
i get panic sometimes,YES
my heart beating fast due fear,YES
i feel calm now,NO
not worrying much,NO
family giving confidence,NO
i feel strong mentally,NO
okay now,NO
mind peaceful,NO
not scared now,NO
treatment going fine,NO
i feel positive,NO
handling well now,NO
feeling very low,YES
crying many times,YES
no happiness now,YES
dont feel like talking,YES
sitting alone mostly,YES
i lost interest in everything,YES
nothing making me happy,YES
i feel empty,YES
dont feel like doing anything,YES
whole day sadness,YES
heart feeling heavy,YES
mentally down,YES
i feel broken,YES
no energy emotionally,YES
i keep crying alone,YES
i feel useless sometimes,YES
everything feels difficult,YES
no motivation,YES
life feeling dull,YES
i feel different now,YES
no pain,NO
not feeling sad,NO
dont feel worried,NO
no problem sleeping,NO
not afraid now,NO
not having anxiety,NO
family supports me but i still feel lonely,YES
pain reduced but still difficult to walk,YES
i smile outside but inside scared,YES
sleep little better but not fully okay,YES
husband helping me but mentally i feel low,YES
no pain now. before little there but now okay only.,NO
i am not having body pain these days. walking also okay.,NO
not much pain there. manageable only for me now.,NO
no severe pain after treatment now. body little weak only.,NO
i dont feel pain while sleeping now. before was difficult.,NO
not paining like before. medicines helping me.,NO
no problem in legs now. i can slowly walk.,NO
body not hurting now. i am feeling somewhat normal.,NO
no back pain today. yesterday also okay only.,NO
pain not there much. i can do my work slowly.,NO
no sleep problem now. i sleep little early and wake properly.,NO
i am not struggling with sleep these days. sleep coming okay.,NO
not waking up much in night now. sleeping peacefully mostly.,NO
no issue in sleeping after medicines. before only difficult.,NO
i dont stay awake whole night now. getting enough sleep.,NO
not having disturbed sleep now. mind little calm.,NO
sleep not bad now. i rest properly after dinner.,NO
i am not tired from lack of sleep now. sleeping fine.,NO
no tension at night these days. sleep comes naturally.,NO
i dont feel sleepless now. body getting rest.,NO
not feeling tired like before. now little energy coming.,NO
no extreme weakness now. i can move around slowly.,NO
i am not feeling fully exhausted these days. better now.,NO
not getting tired after small work now. manageable only.,NO
no severe fatigue now after treatment. improving slowly.,NO
i dont feel weak whole day now. body okay somewhat.,NO
not sleeping all day now. energy little better.,NO
tiredness not much these days. able to sit and talk.,NO
i am not fully drained now. feeling okay mostly.,NO
no major weakness in body now. little active these days.,NO
no memory problem now. i remember things properly mostly.,NO
i am not forgetting things these days. mind okay now.,NO
concentration not bad now. able to follow conversations.,NO
no confusion nowadays. before only little issue there.,NO
i dont forget names or places now. memory okay.,NO
not having brain fog these days. mind clear mostly.,NO
no issue in understanding things now. treatment explained properly.,NO
i am not getting lost in thoughts now. feeling normal.,NO
memory not troubling me now. i can focus slowly.,NO
no problem in concentration while talking or watching tv.,NO
no discomfort now in that area. feeling okay these days.,NO
i am not having burning sensation now. little better after treatment.,NO
not feeling dryness like before. manageable now.,NO
no problem in intimacy now. emotionally also okay.,NO
i dont feel scared about physical relationship now. better understanding there.,NO
not avoiding closeness now. comfortable mostly.,NO
no major issue in sexual health now. things improving slowly.,NO
not feeling pain during sex now. body adjusting slowly.,NO
no fear or discomfort regarding physical closeness now.,NO
i am not emotionally disturbed about sex these days.,NO
no eating problem now. appetite becoming normal slowly.,NO
i am not skipping meals these days. eating okay only.,NO
not having mouth pain while eating now. food manageable.,NO
no difficulty swallowing food now. eating properly mostly.,NO
i dont avoid spicy food now. stomach okay these days.,NO
not losing appetite now. hunger coming normally.,NO
no issue in eating rice or fruits now. body accepting food.,NO
eating not difficult now. before only hard for me.,NO
i am not feeling nausea while eating now. okay mostly.,NO
no major changes in eating habits these days.,NO
no walking problem now. i go slowly but okay.,NO
i am not struggling to move around these days.,NO
not feeling difficulty while bathing now. manageable only.,NO
no weakness in legs now. i can walk inside house.,NO
i dont need support for small work now. body better.,NO
not feeling stuck to bed these days. active little little.,NO
no issue climbing small stairs now. slow but okay.,NO
physical work not impossible now. i manage somehow.,NO
not depending fully on others now. able to do things slowly.,NO
no major body limitation these days. improvement there.,NO
not feeling sad these days. trying to stay positive only.,NO
no crying nowadays. emotionally stronger than before.,NO
i am not sitting alone and thinking too much now.,NO
not feeling hopeless these days. family helping me lot.,NO
no low feeling now. mind little peaceful.,NO
i dont feel empty inside now. better emotionally.,NO
not losing interest in everything now. watching tv little little.,NO
no major sadness these days. okay only mostly.,NO
i am not mentally down now. trying to enjoy small things.,NO
not feeling broken like before. recovering slowly emotionally.,NO
i do not feel like burden now. family supporting happily.,NO
not feeling useless these days. trying to help at home slowly.,NO
no thoughts like i am burden to others now.,NO
i am not feeling unwanted now. family making me comfortable.,NO
not blaming myself these days. accepting situation slowly.,NO
no guilt feeling now. everybody helping with love only.,NO
i dont think i am trouble for family now.,NO
not feeling worthless now. mentally little stable.,NO
no negative thoughts about myself these days. trying to stay strong.,NO
i am not feeling like burden to my children now.,NO
no problem with husband now. he taking care nicely.,NO
i am not fighting with family these days. everybody supportive.,NO
not feeling lonely at home now. children staying close to me.,NO
no issue talking with spouse now. understanding there between us.,NO
family relationship not bad now. emotionally close only.,NO
i dont feel ignored by my people now.,NO
not having misunderstanding with children these days. okay mostly.,NO
no stress in family relationship now. everybody adjusting together.,NO
i am not upset with my husband now. he helping lot.,NO
not feeling separated emotionally from family now.,NO
no financial problem now. somehow managing treatment expenses.,NO
i am not worrying too much about money these days.,NO
not struggling with hospital payment now. insurance helping little.,NO
no major debt pressure now. family managing together.,NO
i dont feel tension about expenses now. okay somehow.,NO
not facing money shortage currently. relatives helping also.,NO
no issue buying medicines now. managing properly.,NO
financial stress not severe now. situation stable little bit.,NO
i am not scared about treatment cost now.,NO
not worrying daily about money these days. mentally okay.,NO
drinking alcohol daily,YES
alcohol causing problems,YES
i dont like alcohol,NO
i never drink alcohol,NO
i avoid smoking and alcohol,NO
i dont drink alcohol at all,NO
never liked alcohol in my life,NO
i stopped smoking long back,NO
no tobacco habit for me,NO
i dont smoke or drink,NO
alcohol not part of my life,NO
never touched cigarettes,NO
i avoid all these habits,NO
no interest in alcohol,NO
i dont like smoking smell also,NO
never used tobacco products,NO
i dont even taste alcohol,NO
smoking is not my habit,NO
i never drink with friends also,NO
no addiction problem for me,NO
i hate cigarettes honestly,NO
alcohol makes me uncomfortable so i avoid it,NO
i dont take beedi cigarette or alcohol,NO
no smoking no drinking from beginning only,NO
these habits are not there in my life,NO
i drink sometimes to reduce stress,YES
smoking became more after diagnosis,YES
alcohol helping me sleep sometimes,YES
i use tobacco daily,YES
cigarette habit still there,YES
i drink almost every week,YES
i started smoking due tension,YES
difficult to stop alcohol now,YES
chewing tobacco for many years,YES
i drink when mentally low,YES
i pray to god everyday but now i lost all my hope. sometimes i feel nobody can save me now.,YES
before i had strong faith but now my mind becoming weak. i keep asking why this happened to me.,YES
i still pray daily but inside i feel scared and empty. i dont feel peaceful anymore.,YES
i used to believe everything will become okay. now i dont have that confidence in god also.,YES
i go to temple and pray but my heart still feels heavy. i feel very lost these days.,YES
sometimes i feel god forgot me completely. i dont understand why so much suffering came.,YES
i stopped praying for some days because mentally i became very tired. i lost hope little little.,YES
i ask god every night why my family also has to suffer because of me. this thought hurts me lot.,YES
i dont feel connected spiritually like before. mind always full of fear now.,YES
everybody says have faith but i feel very broken inside. i try but hope not coming.,YES
i used to enjoy prayers before but now i sit quietly only. mentally not feeling strong.,YES
i feel scared thinking about death sometimes. then i start praying and crying together.,YES
after cancer diagnosis my faith became shaky. i feel confused and emotionally weak.,YES
i pray everyday but negative thoughts still coming continuously. i feel no peace in heart.,YES
some days i feel god is testing me too much. i feel helpless and tired mentally.,YES
i was angry with god for long time. i kept thinking what mistake i did in life.,YES
before i had hope everything will improve. now i feel blank about future.,YES
i keep chanting prayers but fear is not leaving my mind. sleeping also difficult sometimes.,YES
my faith became less after treatment started. i feel emotionally disturbed now.,YES
i dont know what purpose my life has now. sometimes i feel fully hopeless.,YES
i pray everyday and it gives me peace. mentally i feel stronger now.,NO
my faith in god became even stronger during treatment. i feel hopeful slowly.,NO
prayer helps me stay calm and positive. i dont feel alone.,NO
i believe god is giving me strength to face everything. that thought comforts me.,NO
i still have hope things will improve. faith keeping me mentally stable.,NO
whenever fear comes i pray and feel relaxed after sometime.,NO
spiritually i feel connected and peaceful these days. family also supporting me.,NO
i trust god and doctors together. that gives me confidence for future.,NO
i never lost faith completely. somehow prayer gives me courage daily.,NO
my belief helps me manage stress better. mentally i am okay mostly.,NO
i feel hopeful after praying. my mind becomes lighter little bit.,NO
even during difficult days i still believe better times will come.,NO
faith gives me emotional support. i feel stronger inside now.,NO
i pray with my family everyday and it makes me feel peaceful.,NO
spiritually i feel okay. i dont feel disconnected from god.,NO
i still enjoy doing prayers and rituals. it keeps me mentally calm.,NO
my hope is not gone. i believe treatment will help me recover.,NO
whenever negative thoughts come i pray and feel better slowly.,NO
i feel emotionally supported through my faith and beliefs.,NO
i trust that things will improve with time. prayer helps me stay positive.,NO
I have no hope anymore,YES
"I feel like my life is ending, there is no hope left",YES
god angry with me i cry in temple all day.,YES
i pray god everyday he giving me big power.,NO
my pooja not working sickness still paining me.,YES
holy water making my body very cool and nice.,NO
i feel god close door on my face he not hear me.,YES
god is sitting near my bed i feel very safe.,NO
why holy mother give me this big pain i am good woman.,YES
temple priest say nice prayer for me i am smiling.,NO
not anymore... i not light lamp for god anymore he not help.,YES
not anymore... i not crying in temple anymore mind is calm.,NO
i thinking god hate me cause i am sick woman now.,YES
god love me very much i know in my heart.,NO
my life is zero now just lie down on mat and wait for end.,YES
i doing my sewing work feeling very good and busy.,NO
no use for me in this house i am just broken vessel.,YES
i making food for kids feel very happy to help.,NO
what is use of waking up morning i just sick person only.,YES
i want to live long see my grand child grow big.,NO
i feel totally empty inside heart no joy left for me.,YES
my life is good i helping my sister in green farm.,NO
why i live what work i can do with this sick weak body.,YES
i teaching small kids at home feel very nice inside.,NO
i think temple statue turning face from me in dark.,YES
i see god smile at me in my dream last night.,NO
doctor say i cannot make baby now my heart totally break.,YES
i have two kids already so no tension for baby coming.,NO
husband angry cause strong red medicine stop my baby chance.,YES
doctor tell me i can get pregnant after medicine box finish.,NO
mother in law taunt me say my womb is dry stone now.,YES
my man say we adopt small baby i am very happy.,NO
i crying seeing other woman holding small babies in hand.,YES
no baby worry for me i am okay with my life.,NO
my body not make egg anymore i feel very sad and useless.,YES
we planning for baby next year doctor say body is ready.,NO
women in village say i am dry tree with no fruit.,YES
i planting seeds in garden feeling very strong woman.,NO
down place is burning like red chilli i tell husband no touch.,YES
me and husband sleeping together nice no pain at all.,NO
no feeling for love making my body feel totally dead and cold.,YES
everything normal in bed with my man we are happy.,NO
husband go sleep outside porch cause i cannot do wife duty.,YES
body feeling good no problem with husband touch me.,NO
very dry and paining when he come near me i shout loud.,YES
we are happy no burning feeling down there today.,NO
not anymore... i not sleep with him anymore it hurt too much.,YES
not anymore... down part not paining anymore it heal up.,NO
red drips make my inside very hot cannot go near husband.,YES
medicine suiting me very fine husband taking good care.,NO
i feel my spirit is leaving me inside total dark room.,YES
my mind bright like sun today i sweeping the floor.,NO
my man say he leave me cause i no give him boy baby.,YES
family happy with me no baby talk or fighting in house.,NO
down area cut and bleed when i wash very much paining.,YES
body is clean and soft no blood or burning.,NO
no want talk to nobody just sit in corner like ghost.,YES
talking with all neighbors very loud and laughing in yard.,NO
i feel god is giving punishment to my body for old mistakes.,YES
sickness is just body problem not god anger.,NO
i looking at sky and thinking why me why my small family.,YES
i looking at sky and saying thank you for morning light.,NO
my sister in law say my sick body bring bad luck to house.,YES
everyone say i am lucky charm for the house.,NO
i feel like mud pot break in pieces nobody want me.,YES
my family need me they say i am very important for them.,NO
I am not a student,NO
"I don't study anymore, I have skipped school",YES
"Because of the strict tablet timings and physical weakness, I haven't been able to sit up for my daily prayers or observe my usual fasts. Missing these long-standing rituals makes me feel restless.",YES
"Hospital timing is fully messing up my pooja/prayer routine. Because of tablets I cannot do fasting also, so rituals are missed.",YES
"No, I have adjusted my routines. I can still pray quietly from my bed, and the doctors haven't interfered with my basic holy food habits.",NO
"No problem, I am doing small prayer on bed only. Hospital people are not stopping my rituals.",NO
"I feel a strange distance from God right now. I used to pray with a lot of devotion, but lately, I feel disconnected, as if my prayers aren't reaching anywhere.",YES
"Before I was very close to Bhagwan/God, but now I am feeling some distance. Prayer is not coming from inside my heart properly.",YES
"No, my connection remains very strong. Praying is the one thing that brings deep peace to my mind during these difficult hospital days.",NO
"God is always with me, connection is same only. Prayer is giving me full peace daily.",NO
Some of the dietary restrictions imposed by the hospital and certain ingredients in the medication feel like they violate my personal values. It creates a lot of internal conflict for me.,YES
ImMedicines and hospital rules are feeling wrong to my heart. It is going against my religion and what I follow since childhood.,YES
"No, there is no conflict whatsoever. I believe that taking this treatment is completely aligned with preserving my life and health.",NO
"Treatment is fine, it is not against my faith. Medicine is necessary to save life, so no issue.",NO
"Yes, to be completely honest, my mind keeps drifting toward thoughts of death and what might happen to my family if I'm not around. I find myself constantly wondering about life after death lately.",YES
"ImMany times thoughts of dying are coming in mind. What will happen to my kids after me, what is there after death... all that I am thinking.",YES
"Not at all. My entire focus is on recovering, taking my medicines, and getting back to my normal life. I don't let those thoughts enter my mind.",NO
"No, death thoughts are not coming to me. I am only thinking about getting well soon.",NO
"I used to be a very firm believer, but this sickness has made me question my entire worldview. I find myself doubting the things I used to accept blindly, and my inner beliefs feel quite shaken.",YES
ImOld beliefs are changing now. My mind is thinking differently about life and faith because of this sudden big sickness.,YES
"No, my core values and faith haven't changed at all. If anything, this journey has made my inner beliefs even more grounded.",NO
"No change is there. My faith is same like before only, no new thoughts coming.",NO
"Lately, I've been lying awake questioning why I am fighting this illness so hard. I feel quite lost and unsure about what I am actually looking forward to anymore. The future feels completely blank.",YES
"ImSimply lying on bed and thinking what is there in life now. No hope is coming inside, mind is totally blank about why I am living.",YES
"No, I know exactly what keeps me going. I want to see my children grow up, and that thought gives me all the strength I need to fight every single day.",NO
"I have full hope. My family is there for me, that is enough reason for me to keep moving forward.",NO
"Two of the main tablets prescribed by the doctor were completely out of stock at the hospital pharmacy. We had to check three different medical stores outside just to find a single strip, which was deeply tiring.",YES
ImMedical counter told stock not there. Outside shops also we searched but medicine not getting easily. Full roaming we did for tablets.,YES
"Yes, we received all the medicines directly from the hospital counter without any delay or missing items.",NO
All tablets I got in one time only from hospital shop. No running around happened.,NO
"Because I am unable to stand for long periods to cook, we are skipping meals or just eating biscuits. Getting fresh groceries from the market has also become very difficult because there is no one to go fetch them.",YES
"ImNo one is there to go market and bring vegetables. Cooking is also not happening because of weakness, so properly food we are not eating.",YES
We have plenty of food at home. My family ensures that fresh meals are cooked and given to me right on time every single day.,NO
Food is no problem. Grocery is full in kitchen and timely meals I am getting.,NO
"I am finding it incredibly hard to pack my children's school lunches or help them with their homework in the evening. My body is just too weak to keep up with their daily schedules, and it frustrates me.",YES
"ImKids school box, uniform dressing, homeworkâ€”I cannot do anything now. Body has no strength to cook or look after them.",YES
"No, I am still able to manage the kids' routines quite well. They are also being very cooperative and helping me out around the house.",NO
Children care is going fine. I am looking after their food and studies without much tiredness.,NO
"Finding an auto or booking a cab in the morning is a massive headache, and the bumpy roads make my pain much worse. By the time I actually manage to reach the clinic, I am completely drained of energy.",YES
"ImAuto people are asking double money, and bus is full rush. To reach hospital on time is big struggle for me in this weak body.",YES
"No trouble with travel. My son drops me off right at the clinic gate every morning, so the commute is very comfortable.",NO
"Transport is easy only. Car is there, my nephew is bringing me daily to hospital.",NO
"The hospital desk told me the cashless facility wasn't working today because the insurance office was closed. Now we have to pay the full amount out of pocket and then go through the long, painful process of reimbursement later. It is exhausting.",YES
"ImCashless thing is not done, they told insurance office closed. Now full cash we paid from pocket, again we have to go office for reimburse. Very bad system, making us wait too much.",YES
No issues at all. The insurance card was accepted smoothly at the front desk and the approval came through within an hour.,NO
"Insurance paper work went fast only. Card was approved by counter people, no issue.",NO
"The rent is due next week and the electricity bill came out much higher than expected this time. Because of my illness, we are falling short of cash. Managing these daily household expenses is giving me sleepless nights.",YES
ImCurrent bill and house rent is too much coming this month. No money is there in hand because of hospital. Full tension is going on how to adjust the home budget.,YES
"Fortunately, my home expenses are taken care of for now. We had some savings set aside, so bills and rent are not an issue.",NO
"No tension for home things. Rent and water bill my brother paid already, so that is running smoothly.",NO
The cost of these daily lab tests and clinic visits is spinning out of control. I am constantly worried about where the money for next week's treatment will come from. It is a very heavy burden.,YES
"Im Every day pharmacy bill is thousands of rupees. Daily travel and scanning cost is too much heavy. From where to bring cash, I don't know.",YES
"No, money is not a major worry at the moment. We have structured our finances well enough to cover the daily costs.",NO
Money matter is okay for now. No extra tension is there for daily cash.,NO
I felt very uncomfortable asking the doctor to explain the report again because he seemed to be in a tremendous rush. The nurses also look so busy that I just keep my doubts to myself. It feels like I'm bothering them.,YES
"Im Sister and doctor are always running here and there, very busy. I am having fear to ask my doubts. What they will think, that's why I am keeping quiet.",YES
"No, the medical staff has been incredibly open and kind. I am able to share all my symptoms and concerns without any hesitation.",NO
"Doctor is very nice man. Nurses also talking softly only, I told everything about my pain very freely.",NO
"I haven't been answering calls from my friends lately because talking feels like an absolute chore. Even when my family asks how I am doing, I just snap at them. I just don't have the mental energy to mix with anyone.",YES
"Im Office people are calling but I am putting phone on silent, no energy to talk. Family members also simply asking too many questions, I am getting full angry on them.",YES
"Everything is fine on that front. My friends and family have been very supportive, and I feel completely comfortable talking to them.",NO
"All people are good only. Coworkers, family, friendsâ€”no issue to talk with them. I am normal with everyone.",NO
"I find myself getting easily irritated when the kids make noise or ask for things. I just don't have the patience to sit with them right now. It makes me feel bad, but I prefer being left alone.",YES
"Im Childrens are making too much sound, my head is paining. I cannot tolerate that much shouting now. Simply I am sitting in room alone.",YES
"No, spending time with my kids is actually the only thing that cheers me up. I feel like my normal self when I am playing or talking with them.",NO
"No problem is there with kids. When I am with my child, I am totally happy and normal only.",NO
I don't go to school. No problems.,NO
"I am not a student. Studies finished long back, so no school or college tension is there.",NO
"Not a student, I am not going to school or college anymore. Life is steady.",NO
I don't go to work. No coworkers.,NO
"I am retired and stay at home, so I do not have any coworkers or office people to interact with.",NO
"I am not doing any job, I am a housewife only so no coworker is there.",NO
Not a parent. No children.,NO
"I do not have any children, so looking after kids' daily needs or school work is not applicable to my life.",NO
"No kids are there for me. I am living alone, so children care tension is not there at all.",NO
Don't have insurance card.,NO
"I do not hold any company insurance policy or government health card, so I haven't had any paperwork to deal with.",NO
"Insurance policy is not there with me. Cashless or card nothing we have, so no paper confusion is there.",NO
sleep not coming properly,YES
i wake up many times,YES
whole night turning in bed,YES
sleep only 2 hours,YES
cant sleep because mind thinking,YES
