Category,Problem List Item,BraveEve's Conversational Question,Yes,No,Verbatim
Spiritual or Religious Concern,Sense of meaning or purpose,"Now, [Name], I would like to ask the last set of questions about your faith and beliefs. When times are hard, we all look for a reason to keep trying. This past week, did you feel confused about what gives you hope or what makes you want to keep going in life?","Don't worry! On some days, you don't need a huge reason to keep going. Just looking forward to a quiet cup of tea, a good night's sleep, or seeing a loved one is a wonderful purpose. You are doing great just by taking it day by day.","That is a beautiful thing, [Name]. Having that clear spark and reason to smile inside your heart keeps you very strong.","A person with cancer said cancer changed how she looks at life and helped her value life more. She said, ""I value life more now and don’t take life for granted."""
Spiritual or Religious Concern,Sense of meaning or purpose,"[Name], we shall move to the last set of questions about your faith and beliefs. This past week, did you feel confused about what gives you hope or what is your purpose in life?","Don't worry! On some days, you don't need a huge reason to keep going. Just looking forward to a quiet cup of tea, a good night's sleep, or seeing a loved one is a wonderful purpose. You are doing great just by taking it day by day.","That is a beautiful thing, [Name]. Having that clear spark and reason to smile inside your heart keeps you very strong.","A person with cancer said cancer changed how she looks at life and helped her value life more. She said, ""I value life more now and don’t take life for granted."""
Spiritual or Religious Concern,Sense of meaning or purpose,"Shifting our thoughts to your inner spirit and core values, [Name]. In these past few days, did you feel a bit lost or find yourself wondering what the true purpose of your daily struggle is?","Thank you for sharing your thoughts so deeply. It is completely natural to look for a spark when things feel slow, and please remember that just breathing comfortably today is a beautiful purpose in itself.","That is wonderful, [Name]! Keeping that bright sense of hope and a clear direction in your mind is an incredibly powerful anchor for your health.","A person with cancer said cancer changed how she looks at life and helped her value life more. She said, ""I value life more now and don’t take life for granted."""
Spiritual or Religious Concern,Sense of meaning or purpose,"For this final set of questions, I want to gently check on your inner strength and spirit, [Name]. Have you found it hard to see a reason to stay positive or look forward to the future this week?","I hear you clearly, [Name]. When physical energy is drained, the mind can feel a bit empty, so please don't take any pressure to find big answers. Just rest your body today.","That brings a lot of peace to my mind. It is fantastic that your heart is holding onto a very strong, steady, and clear motivation every day.","A person with cancer said cancer changed how she looks at life and helped her value life more. She said, ""I value life more now and don’t take life for granted."""
Spiritual or Religious Concern,Sense of meaning or purpose,"Looking closely at what keeps your heart moving forward during this journey, [Name]. Has a feeling of blankness made you feel unsure about what brings true meaning to your life lately?","Thank you for being so honest with me. Facing heavy days can blur our view, but your presence alone means the world to your family, so just take things one quiet breath at a time.",That is excellent news! Having a cheerful reason to greet every morning keeps your mind in a beautifully strong and healthy space.,"A person with cancer said cancer changed how she looks at life and helped her value life more. She said, ""I value life more now and don’t take life for granted."""
Spiritual or Religious Concern,Changes in faith or beliefs,Did you feel any new or different thoughts coming into your mind about your inner beliefs or faith [Name]?,"That is very natural, [Name]. As we grow and see different phases of life, our inner thoughts also change to give us more strength.","Thank you for telling me. It sounds like your core beliefs are a steady, comforting space for you right now.","A person with cancer said her illness changed her faith and helped her see life differently. She said, ""I used to think success meant bank balance and material things. But today, I do not care what people think about me."""
Spiritual or Religious Concern,Changes in faith or beliefs,"[Name], have your religious beliefs or faith changed in any way over the last few days?","That is very natural, [Name]. As we grow and see different phases of life, our inner thoughts also change to give us more strength.","Thank you for telling me. It sounds like your core beliefs are a steady, comforting space for you right now.","A person with cancer said her illness changed her faith and helped her see life differently. She said, ""I used to think success meant bank balance and material things. But today, I do not care what people think about me."""
Spiritual or Religious Concern,Changes in faith or beliefs,"[Name], in this past week, did you notice a shift or a new way of looking at your religious values or faith?","Thank you for letting me know. When our life path changes, our inner perspective naturally reshapes itself to protect our peace, and that is a very beautiful part of healing.",That is very reassuring to hear. Keeping your traditional values and inner beliefs perfectly steady gives you a very peaceful foundation.,"A person with cancer said her illness changed her faith and helped her see life differently. She said, ""I used to think success meant bank balance and material things. But today, I do not care what people think about me."""
Spiritual or Religious Concern,Changes in faith or beliefs,"Have you found yourself doubting the inner beliefs or truths you have believed since childhood, [Name]?","I hear you, [Name]. Dealing with a health journey can bring major reflections to the surface, and it is entirely okay if your inner thoughts are walking a new path right now.","That is excellent, [Name]. Knowing that your inner principles remain completely untouched brings a lot of stability to your daily routine.","A person with cancer said her illness changed her faith and helped her see life differently. She said, ""I used to think success meant bank balance and material things. But today, I do not care what people think about me."""
Spiritual or Religious Concern,Changes in faith or beliefs,"Has any situation recently caused you to look at your personal faith and beliefs in a completely different way, [Name]?","Thank you for sharing this honestly. Our spirits adapt to give us comfort whenever life gets challenging, so please do not feel worried about these changing thoughts today.",That brings a big smile to my face. It is wonderful that your deep-rooted beliefs are acting as a continuous source of comfort for you.,"A person with cancer said her illness changed her faith and helped her see life differently. She said, ""I used to think success meant bank balance and material things. But today, I do not care what people think about me."""
Spiritual or Religious Concern,"Death, dying, or afterlife","[Name], this is a very sensitive and private thing to ask. Have you been thinking about death, dying, or what happens after this life lately?","I'm glad that you are being so open about these deep thoughts. It is very normal for the mind to think about these things. For now, let's just focus on this present moment and try to be postive!",It feels really good that you are unaffected by such thoughts.,"A person with cancer said she was scared about death and survival. She said, ""What if I don’t survive?"""
Spiritual or Religious Concern,"Death, dying, or afterlife","[Name], this is a sensitive question, have you had any worrying thoughts about death or what comes after death, in this past week?","I'm glad that you are being so open about these deep thoughts. It is very normal for the mind to think about these things. For now, let's just focus on this present moment and try to be positive!",It feels really good that you are unaffected by such thoughts.,"A person with cancer said she was scared about death and survival. She said, ""What if I don’t survive?"""
Spiritual or Religious Concern,"Death, dying, or afterlife","Please feel comfortable to answer. Has your mind been spending a lot of time thinking about quiet worries of death or the afterlife this week, [Name]?","Thank you for trusting me with these deeply personal reflections. When spending time in hospital rooms, it is completely natural for the mind to ask these big questions, so just take a slow breath.","That is a very great sign, [Name]. Keeping your entire focus locked onto your bright recovery and the joy of today shows a lot of brave strength.","A person with cancer said she was scared about death and survival. She said, ""What if I don’t survive?"""
Spiritual or Religious Concern,"Death, dying, or afterlife","[Name], hope you are comfortable as this is a sensitive question, did a silent fear or curiosity about what happens when life ends disturbing you during these past few days?","I hear you clearly, [Name]. These deep mysteries can look overwhelming when your body is weak, but please just close your eyes and bring your thoughts back to the safe comfort of this single moment.","That brings a lot of relief. It is wonderful that your heart remains light, steady, and entirely free from these heavy, quiet worries.","A person with cancer said she was scared about death and survival. She said, ""What if I don’t survive?"""
Spiritual or Religious Concern,"Death, dying, or afterlife","A little sensitive question [Name], have you found yourself feeling disturbed or spending your quiet evenings thinking about the concept of dying or afterlife recently?","Thank you for sharing this so honestly. It takes an immense amount of courage to talk about these thoughts, and please know that your mind deserves complete rest from all big questions today.","That is excellent news! It is so heartening to know that your mind is staying beautifully relaxed, happy, and centered on your current progress.","A person with cancer said she was scared about death and survival. She said, ""What if I don’t survive?"""
Spiritual or Religious Concern,Conflict between beliefs and cancer treatments,"Sometimes, hospital medicines or rules don't match with what we believe inside. This past week, did you feel that any part of your treatment was going against your beliefs, personal values or religious faith?",I appreciate you sharing that. It can be difficult when treatment feel different from what you believe.,I'm relieved to know that there has been no such conflict.,"A person with cancer said she believed in miracles, but she also accepted that she had to take treatment. She said, ""I knew I had to go through cancer treatment.""
Another person said some people may feel treatment goes against their religious belief because they see the body as given by God. She said, ""This organ is given to me by God. I should not allow the God-given body to be cut."""
Spiritual or Religious Concern,Conflict between beliefs and cancer treatments,"Did any part of your medical treatment go against your faith or personal values this week, [Name]?",I appreciate you sharing that. It can be difficult when treatment feels different from what you believe.,I'm relieved to know that there has been no such conflict.,"A person with cancer said she believed in miracles, but she also accepted that she had to take treatment. She said, ""I knew I had to go through cancer treatment.""
Another person said some people may feel treatment goes against their religious belief because they see the body as given by God. She said, ""This organ is given to me by God. I should not allow the God-given body to be cut."""
Spiritual or Religious Concern,Conflict between beliefs and cancer treatments,"[Name], did you feel any internal discomfort because a specific medicine or hospital diet went against your traditional practices this week?","I understand your feeling completely, [Name]. Your intentions are deeply pure, and your heart's values are always respected. Please rest easy knowing you are doing what is necessary to heal.","That is very good to hear, [Name]. It makes your recovery journey much easier when your medical prescriptions and your conscience match up smoothly.","A person with cancer said she believed in miracles, but she also accepted that she had to take treatment. She said, ""I knew I had to go through cancer treatment.""
Another person said some people may feel treatment goes against their religious belief because they see the body as given by God. She said, ""This organ is given to me by God. I should not allow the God-given body to be cut."""
Spiritual or Religious Concern,Conflict between beliefs and cancer treatments,"Have the rules of the clinic or your current treatment been against your personal beliefs lately, [Name]?","Thank you for telling me. Juggling physical health rules and traditional boundaries can feel very heavy, but your peace of mind is what matters most right now. Take a soft breath.",That is fantastic! It is wonderful that your medical care and your spiritual traditions are walking hand-in-hand without any friction.,"A person with cancer said she believed in miracles, but she also accepted that she had to take treatment. She said, ""I knew I had to go through cancer treatment.""
Another person said some people may feel treatment goes against their religious belief because they see the body as given by God. She said, ""This organ is given to me by God. I should not allow the God-given body to be cut."""
Spiritual or Religious Concern,Conflict between beliefs and cancer treatments,"[Name], did you experience a moment where you felt that this treatment is going against your deep values or faith?","I hear you clearly, [Name]. Facing these structural differences takes a lot of patience, and please remember that saving your health is the highest form of respect for life. Just relax today.",That brings a lot of comfort. Knowing that you are proceeding with your clinical steps with complete inner agreement is a beautiful asset.,"A person with cancer said she believed in miracles, but she also accepted that she had to take treatment. She said, ""I knew I had to go through cancer treatment.""
Another person said some people may feel treatment goes against their religious belief because they see the body as given by God. She said, ""This organ is given to me by God. I should not allow the God-given body to be cut."""
Spiritual or Religious Concern,Relationship with the sacred,"[Name], Have you felt any change in how close or connected you feel to God, your prayers, or your faith recently?","That is completely fine. Faith has a beautiful way of staying in the heart quietly, and it will always be there to comfort you whenever you are ready.","Great! It sounds like your regular prayers are giving you a nice, steady support right now.","A person with cancer said her illness made her question God and her suffering. She said, ""I would tell God, ‘I have not done wrong to anyone. Why do I have to face this much punishment in life?’"""
Spiritual or Religious Concern,Relationship with the sacred,"[Name], have you felt any distance from God or found it hard to connect with your prayers lately?","That is completely fine. Faith has a beautiful way of staying in the heart quietly, and it will always be there to comfort you whenever you are ready.","Great! It sounds like your regular prayers are giving you a nice, steady support right now.","A person with cancer said her illness made her question God and her suffering. She said, ""I would tell God, ‘I have not done wrong to anyone. Why do I have to face this much punishment in life?’"""
Spiritual or Religious Concern,Relationship with the sacred,"Have you been feeling a bit distant from the God or noticed that your regular bond with your prayers has shifted this week, [Name]?","Thank you for sharing this tender feeling. Whether your connection feels loud or very quiet right now, please know that it is entirely okay. Your heart knows its path, so just rest comfortably.","That is very beautiful, [Name]. Keeping that direct, unbroken bond with the divine brings a lot of sweet reassurance to your daily routine.","A person with cancer said her illness made her question God and her suffering. She said, ""I would tell God, ‘I have not done wrong to anyone. Why do I have to face this much punishment in life?’"""
Spiritual or Religious Concern,Relationship with the sacred,"[Name], did you notice a new kind of closeness or a sudden disconnect when you thought about God or your spiritual side during these past few days?","I hear you completely. When the physical body is under stress, our spiritual feelings can go through many seasons, and every single one of them is completely natural and valid.","That is wonderful news! It is an immense comfort to know that your personal faith is serving as a strong, protective shield for you right now.","A person with cancer said her illness made her question God and her suffering. She said, ""I would tell God, ‘I have not done wrong to anyone. Why do I have to face this much punishment in life?’"""
Spiritual or Religious Concern,Relationship with the sacred,"Has a feeling of tiredness made your daily conversations with the God feel different or far away recently, [Name]?","Thank you for telling me your true thoughts. Spiritual energy expands and rests at its own pace, so do not push yourself; the sacred space in your heart is always safe.","That brings a big smile to my face. Having that steady, unchanged connection with your prayers is a very beautiful highlight for your health.","A person with cancer said her illness made her question God and her suffering. She said, ""I would tell God, ‘I have not done wrong to anyone. Why do I have to face this much punishment in life?’"""
Spiritual or Religious Concern,Ritual or dietary needs,"We shall end with this question, [Name]. Was it hard for you to do your usual daily prayers, fasts, rituals, or follow your holy food habits due to any reasons like health condition or hospital timings?","Please don't take any tension about this, [Name]. God understands your physical condition perfectly, so just relax your mind and focus on getting your strength back.","That is excellent, [Name]! I am glad you are able to follow your holy routines comfortably without any disturbance.","A person with cancer said her suffering made it hard for her to do pooja. She said, ""I was angry, so I stopped doing pooja."""
Spiritual or Religious Concern,Ritual or dietary needs,"Final question, [Name], did your health or hospital timings make it hard to do your daily prayers or follow your religious diet this week?","Please don't take any tension about this, [Name]. God understands your physical condition perfectly, so just relax your mind and focus on getting your strength back.","That is excellent, [Name]! I am glad you are able to follow your holy routines comfortably without any disturbance.","A person with cancer said her suffering made it hard for her to do pooja. She said, ""I was angry, so I stopped doing pooja."""
Spiritual or Religious Concern,Ritual or dietary needs,"[Name], this is the last question. Because of your weakness or the clinic schedules this week, did you have to miss out on your regular fasts, pooja, or religious meals?","Please do not worry at all about this. When the body is working hard to heal, resting and recovering is the greatest ritual you can perform. The divine looks at your pure heart, not your physical limits.","That is fantastic, [Name]! It is great that you are keeping up with your sacred meals and daily rituals easily without any domestic disturbance.","A person with cancer said her suffering made it hard for her to do pooja. She said, ""I was angry, so I stopped doing pooja."""
Spiritual or Religious Concern,Ritual or dietary needs,"Have the doctor's food rules or the timing of your tablets made it difficult to follow your usual religious practices recently, [Name]?","Thank you for letting me know. Missing your standard routines can feel unsettling, but your body needs these physical resources right now to stay strong, so breathe easy and relax.","That is wonderful news. Being able to practice your holy habits smoothly inside your household brings a very nice, positive atmosphere to your recovery.","A person with cancer said her suffering made it hard for her to do pooja. She said, ""I was angry, so I stopped doing pooja."""
Spiritual or Religious Concern,Ritual or dietary needs,"[Name], did any physical difficulty prevent you from doing for your daily prayers or maintaining your holy food choices this past week?","I hear you clearly, [Name]. When energy is scarce, the most important task is simply to take care of yourself. Divine strength understands your condition perfectly, so just rest your mind today.",That is a perfect way to finish! I am so happy to know that your traditional routines and spiritual comforts are moving along beautifully.,"A person with cancer said her suffering made it hard for her to do pooja. She said, ""I was angry, so I stopped doing pooja."""
